military_rank,tax_number,full_name,birth_date,source_unit,specialty_name,specialty_code,specialty_mos_code,category,training_location,start_date,end_date,completion_order_number,completion_certificate_number,notes
головний сержант,3496139970,МЕЛЬНИК Микола Валерійович,09/20/1995,А7014,Сапер,166,166611,КІБР,121 НЦ,11/04/2025,12/31/2025,№40 від 31.12.2025,95212,
головний сержант,3695568884,БОНДАРЕНКО Анатолій Олегович,03/06/2001,А1126,Сапер,166,166611,КІБР,121 НЦ,11/03/2025,01/01/2026,№413 від 01.01.2026,24338,
молодший сержант,2990294858,ГРИЦЕНКО Олег Анатолійович,11/13/1981,А1126,Водій,837,837037,КІБР,242 ЦПП,11/05/2025,12/21/2025,№161 від 21.12.2025,75532,
солдат,3361512420,МАРТИНЕНКО Роман Григорович,01/13/1992,А0139,Снайпер,110,110001,КІБР,111 брез,10/16/2025,12/04/2025,№335 від 04.12.2025,77342,
старший сержант,3385511234,МОРОЗ Вадим Михайлович,09/09/1992,А0666,Бойовий медик,878,878453,КІБР,222 брез,10/11/2025,12/07/2025,№335 від 07.12.2025,15613,
головний сержант,3541418398,ГЕРАСИМЕНКО Руслан Глібович,12/16/1996,А0139,Радіотелефоніст,403,403733,КІБР,242 ЦПП,11/20/2025,01/11/2026,№5 від 11.01.2026,56129,
головний сержант,3204139591,ТИЩЕНКО Олег Володимирович,09/22/1987,А0666,Кулеметник,101,101255,КІБР,121 НЦ,11/17/2025,01/08/2026,№407 від 08.01.2026,63233,
молодший сержант,3416317948,СИДОРЕНКО Сергій Глібович,07/14/1993,А4010,Гранатометник,107,107543,КІБР,121 НЦ,11/03/2025,12/27/2025,№125 від 27.12.2025,34363,
головний сержант,3664942700,МЕЛЬНИК Роман Петрович,05/04/2000,А1126,Кулеметник,101,101255,КІБР,111 брез,11/19/2025,01/04/2026,№41 від 04.01.2026,34476,
молодший сержант,3301088661,КРАВЧЕНКО Денис Богданович,05/18/1990,А0139,Заряджаючий,113,113251,КІБР,222 брез,11/26/2025,01/20/2026,№140 від 20.01.2026,78088,
солдат,2621704126,КОНДРАТЮК Богдан Анатолійович,10/12/1971,А2167,Водій,837,837037,КІБР,111 брез,10/12/2025,12/08/2025,№38 від 08.12.2025,35423,
старший сержант,3210682176,ГЕРАСИМЕНКО Петро Петрович,11/26/1987,А0998,Радіотелефоніст,403,403733,КІБР,242 ЦПП,11/09/2025,01/01/2026,№34 від 01.01.2026,84427,
молодший сержант,3610851890,ПОЛІЩУК Ігор Ігорович,11/10/1998,А4754,Бойовий медик,878,878453,КІБР,242 ЦПП,10/17/2025,12/13/2025,№144 від 13.12.2025,10135,
сержант,2988143599,ДЯЧЕНКО Борис Анатолійович,10/23/1981,А0139,Кухар,868,868512,КІБР,333 брез,11/20/2025,01/19/2026,№135 від 19.01.2026,95145,
старший солдат,3216723404,КОРШЕВНЮК Валерій Ігорович,01/26/1988,А4754,Водій,837,837037,КІБР,333 брез,10/04/2025,11/28/2025,№155 від 28.11.2025,92372,
головний сержант,2843853641,ПАНЧЕНКО Віктор Михайлович,11/10/1977,А0501,Гранатометник,107,107543,КІБР,242 ЦПП,11/24/2025,01/14/2026,№22 від 14.01.2026,97848,
солдат,2742408080,ГЕРАСИМЕНКО Олег Андрійович,01/31/1975,А0998,Гранатометник,107,107543,КІБР,242 ЦПП,10/08/2025,11/30/2025,№112 від 30.11.2025,87080,
молодший сержант,2656696932,МЕЛЬНИК Василь Григорович,09/25/1972,А4007,Кухар,868,868512,КІБР,242 ЦПП,11/09/2025,12/29/2025,№246 від 29.12.2025,39093,
сержант,3053152026,КУЗЬМЕНКО Руслан Андрійович,08/04/1983,А4754,Радіотелефоніст,403,403733,КІБР,222 брез,10/27/2025,12/16/2025,№227 від 16.12.2025,39244,
сержант,2926674552,КОЗАК Віталій Сергійович,02/16/1980,А2167,Снайпер,110,110001,КІБР,222 брез,11/26/2025,01/23/2026,№222 від 23.01.2026,33018,
солдат,3750857158,ОЛІЙНИК Олег Михайлович,09/10/2002,А0139,Оператор БПЛА,212,212720,КІБР,333 брез,11/23/2025,01/19/2026,№24 від 19.01.2026,28136,
молодший сержант,3698375060,ДОВЖЕНКО В'ячеслав Валерійович,04/03/2001,А0139,Водій,837,837037,КІБР,242 ЦПП,11/07/2025,01/02/2026,№282 від 02.01.2026,55778,
старший солдат,3646350353,БІЛОУС Василь Анатолійович,10/31/1999,А7014,Розвідник,106,106642,КІБР,121 НЦ,11/19/2025,01/05/2026,№200 від 05.01.2026,52665,
солдат,2996582920,ДЯЧЕНКО Артем Григорович,01/15/1982,А4007,Оператор БПЛА,212,212720,КІБР,222 брез,10/12/2025,12/02/2025,№448 від 02.12.2025,38169,
молодший сержант,3464318374,КОТОВ Дмитро Миколайович,11/06/1994,А1126,Гранатометник,107,107543,КІБР,242 ЦПП,11/18/2025,01/08/2026,№477 від 08.01.2026,79747,
старший солдат,3338603233,ОЛІЙНИК Артем Віталійович,05/29/1991,А0139,Сапер,166,166611,КІБР,333 брез,10/17/2025,12/02/2025,№382 від 02.12.2025,78731,
молодший сержант,3127124786,КРАВЧЕНКО Петро Олегович,08/13/1985,А4010,Гранатометник,107,107543,КІБР,242 ЦПП,11/14/2025,12/29/2025,№141 від 29.12.2025,53455,
старший солдат,3506570041,КОРШЕВНЮК Олексій Анатолійович,01/02/1996,А7014,Стрілець,100,100915,БЗВП,222 брез,11/27/2025,01/22/2026,№213 від 22.01.2026,15106,
молодший сержант,3201809339,ПАВЛЕНКО Павло Петрович,08/30/1987,А4007,Гранатометник,107,107543,КІБР,222 брез,11/06/2025,12/29/2025,№223 від 29.12.2025,97980,
молодший сержант,3464378939,ХОТЯНОВИЧ Андрій Анатолійович,11/06/1994,А4010,Телеграфіст,402,402721,КІБР,333 брез,10/23/2025,12/17/2025,№280 від 17.12.2025,48556,
старший солдат,3127146592,ТИЩЕНКО Костянтин Сергійович,08/13/1985,А0666,Бойовий медик,878,878453,КІБР,121 НЦ,10/26/2025,12/24/2025,№30 від 24.12.2025,67454,
солдат,3039331398,КОТОВ Артем Степанович,03/19/1983,А2167,Заряджаючий,113,113251,КІБР,333 брез,10/01/2025,11/20/2025,№74 від 20.11.2025,53230,
сержант,3602174437,ПАНЧЕНКО Микола Анатолійович,08/15/1998,А0139,Оператор БПЛА,212,212720,КІБР,222 брез,11/12/2025,12/28/2025,№388 від 28.12.2025,62605,
старший сержант,3256024736,ЯКОВЕНКО Віктор Олександрович,02/22/1989,А1126,Телеграфіст,402,402721,КІБР,242 ЦПП,10/17/2025,12/08/2025,№45 від 08.12.2025,30932,
старший сержант,2607763459,КОНДРАТЮК Олексій Григорович,05/25/1971,А0998,Оператор БПЛА,212,212720,КІБР,242 ЦПП,11/04/2025,12/20/2025,№372 від 20.12.2025,76723,
молодший сержант,3132080895,ДЯЧЕНКО Олексій Олександрович,10/01/1985,А1126,Кулеметник,101,101255,КІБР,121 НЦ,10/17/2025,12/14/2025,№81 від 14.12.2025,79218,
старший солдат,3594896430,ТИЩЕНКО Олександр Глібович,06/03/1998,А2167,Кухар,868,868512,КІБР,222 брез,11/20/2025,01/09/2026,№187 від 09.01.2026,43378,
сержант,2775333000,ГЕРАСИМЕНКО Володимир Григорович,12/26/1975,А2167,Стрілець,100,100915,БЗВП,121 НЦ,11/03/2025,12/26/2025,№190 від 26.12.2025,97634,
молодший сержант,3692625861,ОЛІЙНИК Руслан Павлович,02/05/2001,А0998,Телеграфіст,402,402721,КІБР,121 НЦ,11/25/2025,01/14/2026,№387 від 14.01.2026,97784,
старший солдат,2751028079,ПАВЛЕНКО Роман Степанович,04/27/1975,А4007,Водій,837,837037,КІБР,333 брез,11/15/2025,01/13/2026,№448 від 13.01.2026,43282,
молодший сержант,2855358658,БІЛОУС Володимир Олександрович,03/05/1978,А0501,Механік-водій,121,121223,КІБР,111 брез,10/11/2025,12/04/2025,№122 від 04.12.2025,56649,
сержант,3607855624,МОРОЗ В'ячеслав Андрійович,10/11/1998,А0998,Снайпер,110,110001,КІБР,333 брез,10/13/2025,11/30/2025,№500 від 30.11.2025,91843,
солдат,3239215950,ВОРОНОВ Руслан Володимирович,09/07/1988,А0139,Кулеметник,101,101255,КІБР,242 ЦПП,11/09/2025,12/29/2025,№95 від 29.12.2025,30743,
старший сержант,2883785122,МАРТИНЕНКО Борис Сергійович,12/14/1978,А7014,Сапер,166,166611,КІБР,222 брез,10/28/2025,12/14/2025,№212 від 14.12.2025,31418,
молодший сержант,2727166749,ДЯЧЕНКО Богдан Григорович,08/31/1974,А4010,Водій,837,837037,КІБР,333 брез,10/11/2025,12/03/2025,№222 від 03.12.2025,20805,
головний сержант,3346669335,ПАВЛЕНКО Денис Миколайович,08/17/1991,А1126,Сапер,166,166611,КІБР,242 ЦПП,10/04/2025,12/01/2025,№18 від 01.12.2025,47961,
солдат,3185730093,ШЕВЧЕНКО Олександр Іванович,03/22/1987,А4754,Гранатометник,107,107543,КІБР,333 брез,11/23/2025,01/19/2026,№403 від 19.01.2026,95259,
сержант,3203236238,ЛИТВИН Микола Валерійович,09/13/1987,А4754,Телеграфіст,402,402721,КІБР,333 брез,11/21/2025,01/18/2026,№127 від 18.01.2026,95187,
головний сержант,3137622642,ГРИЦЕНКО Володимир Степанович,11/26/1985,А0998,Оператор БПЛА,212,212720,КІБР,121 НЦ,10/21/2025,12/19/2025,№106 від 19.12.2025,58826,
головний сержант,2860970173,ЛИТВИН Олексій Богданович,04/30/1978,А2167,Радіотелефоніст,403,403733,КІБР,121 НЦ,11/18/2025,01/13/2026,№185 від 13.01.2026,55394,
старший сержант,3751406635,ДЯЧЕНКО Василь Григорович,09/16/2002,А7014,Сапер,166,166611,КІБР,121 НЦ,10/01/2025,11/22/2025,№326 від 22.11.2025,78140,
головний сержант,3506553481,ПОЛІЩУК Михайло Степанович,01/02/1996,А0139,Водій,837,837037,КІБР,242 ЦПП,10/20/2025,12/13/2025,№89 від 13.12.2025,73783,
головний сержант,3614868494,СИДОРЕНКО Богдан Валерійович,12/20/1998,А2167,Оператор БПЛА,212,212720,КІБР,222 брез,11/18/2025,01/05/2026,№74 від 05.01.2026,21341,
старший сержант,3022253067,МОРОЗ Олександр Сергійович,09/29/1982,А4010,Кулеметник,101,101255,КІБР,121 НЦ,10/13/2025,12/03/2025,№188 від 03.12.2025,97696,
головний сержант,2861799072,ЯКОВЕНКО Анатолій Миколайович,05/08/1978,А4754,Снайпер,110,110001,КІБР,222 брез,11/01/2025,12/17/2025,№10 від 17.12.2025,89416,
головний сержант,3739908429,ЯКОВЕНКО Василь Віталійович,05/24/2002,А0998,Радіотелефоніст,403,403733,КІБР,333 брез,10/02/2025,11/21/2025,№161 від 21.11.2025,66444,
сержант,2701808310,ДОВЖЕНКО Руслан Олегович,12/21/1973,А0139,Радіотелефоніст,403,403733,КІБР,121 НЦ,11/06/2025,12/24/2025,№325 від 24.12.2025,43292,
старший сержант,3776970706,ТКАЧУК Віталій Анатолійович,05/29/2003,А0998,Розвідник,106,106642,КІБР,121 НЦ,11/26/2025,01/16/2026,№307 від 16.01.2026,56870,
сержант,3517562570,ОЛІЙНИК Михайло Володимирович,04/21/1996,А7014,Сапер,166,166611,КІБР,111 брез,10/16/2025,12/07/2025,№231 від 07.12.2025,98354,
старший сержант,3532546918,ГРИЦЕНКО Микола Сергійович,09/18/1996,А0666,Стрілець,100,100915,БЗВП,111 брез,11/26/2025,01/11/2026,№243 від 11.01.2026,17069,
головний сержант,3529349334,ЗАЙЦЕВ Борис Богданович,08/17/1996,А2167,Стрілець,100,100915,БЗВП,333 брез,11/23/2025,01/13/2026,№481 від 13.01.2026,29217,
головний сержант,3212985311,МАРТИНЕНКО Іван Іванович,12/19/1987,А4010,Оператор БПЛА,212,212720,КІБР,333 брез,10/27/2025,12/14/2025,№346 від 14.12.2025,44903,
головний сержант,2744971752,КИРИЛЕНКО Андрій Павлович,02/25/1975,А0666,Радіотелефоніст,403,403733,КІБР,222 брез,10/12/2025,11/30/2025,№328 від 30.11.2025,16334,
старший солдат,3369999153,ХОТЯНОВИЧ Віталій Юрійович,04/06/1992,А4754,Заряджаючий,113,113251,КІБР,333 брез,11/27/2025,01/19/2026,№317 від 19.01.2026,24633,
старший солдат,3147639941,ПАВЛЕНКО Артем Ігорович,03/06/1986,А0139,Водій,837,837037,КІБР,111 брез,10/07/2025,11/26/2025,№21 від 26.11.2025,98609,
головний сержант,2737164636,ТКАЧУК Володимир Миколайович,12/09/1974,А4010,Бойовий медик,878,878453,КІБР,121 НЦ,11/06/2025,01/05/2026,№498 від 05.01.2026,14369,
сержант,3575220793,КОНДРАТЮК Віталій Сергійович,11/19/1997,А2167,Розвідник,106,106642,КІБР,111 брез,11/13/2025,01/03/2026,№477 від 03.01.2026,10585,
молодший сержант,2604837611,БІЛОУС Дмитро Сергійович,04/26/1971,А7014,Снайпер,110,110001,КІБР,121 НЦ,10/28/2025,12/26/2025,№217 від 26.12.2025,14246,
молодший сержант,3508755986,ЛИТВИН Микола Віталійович,01/24/1996,А7014,Механік-водій,121,121223,КІБР,333 брез,10/09/2025,12/08/2025,№295 від 08.12.2025,22232,
старший солдат,2880303823,МАРТИНЕНКО Ігор Петрович,11/10/1978,А7014,Водій,837,837037,КІБР,121 НЦ,11/08/2025,12/27/2025,№68 від 27.12.2025,84531,
молодший сержант,3720390025,ПАНЧЕНКО Максим Ігорович,11/09/2001,А2167,Снайпер,110,110001,КІБР,333 брез,11/02/2025,12/28/2025,№110 від 28.12.2025,45211,
старший солдат,3193077942,МОРОЗ Михайло Іванович,06/03/1987,А4010,Водій,837,837037,КІБР,242 ЦПП,10/27/2025,12/26/2025,№202 від 26.12.2025,69154,
сержант,2789688260,ХОТЯНОВИЧ Олександр Богданович,05/17/1976,А4007,Оператор БПЛА,212,212720,КІБР,242 ЦПП,11/18/2025,01/17/2026,№402 від 17.01.2026,26537,
солдат,3832569400,МОРОЗ Дмитро Анатолійович,12/05/2004,А0666,Водій,837,837037,КІБР,111 брез,11/16/2025,01/02/2026,№354 від 02.01.2026,81435,
сержант,3810791027,КОТОВ Олексій Петрович,05/01/2004,А0666,Гранатометник,107,107543,КІБР,333 брез,11/15/2025,01/07/2026,№95 від 07.01.2026,32435,
головний сержант,2771884387,ПАВЛЕНКО Олег Валерійович,11/21/1975,А0501,Снайпер,110,110001,КІБР,111 брез,11/11/2025,12/28/2025,№129 від 28.12.2025,65923,
молодший сержант,3436695017,ЗАЙЦЕВ Павло Віталійович,02/02/1994,А0501,Радіотелефоніст,403,403733,КІБР,111 брез,10/15/2025,11/29/2025,№472 від 29.11.2025,30880,
головний сержант,3036192176,ДОВЖЕНКО Анатолій Анатолійович,02/15/1983,А4754,Оператор БПЛА,212,212720,КІБР,242 ЦПП,10/20/2025,12/18/2025,№116 від 18.12.2025,45075,
молодший сержант,3568721531,БОНДАРЕНКО Денис Андрійович,09/15/1997,А0998,Кулеметник,101,101255,КІБР,333 брез,10/04/2025,12/03/2025,№192 від 03.12.2025,81158,
головний сержант,3808692319,КОНДРАТЮК Гліб Олегович,04/10/2004,А4007,Бойовий медик,878,878453,КІБР,111 брез,11/13/2025,12/29/2025,№162 від 29.12.2025,50191,
солдат,3411262325,ЛИТВИН Віктор Іванович,05/24/1993,А0139,Стрілець,100,100915,БЗВП,111 брез,11/11/2025,01/08/2026,№173 від 08.01.2026,68411,
солдат,2640999484,ОЛІЙНИК Артем Олегович,04/21/1972,А0998,Водій,837,837037,КІБР,121 НЦ,11/06/2025,12/27/2025,№329 від 27.12.2025,16012,
старший сержант,2642911291,ГЕРАСИМЕНКО Максим Юрійович,05/11/1972,А1126,Телеграфіст,402,402721,КІБР,333 брез,11/26/2025,01/21/2026,№455 від 21.01.2026,55179,
старший солдат,2575728380,ХОТЯНОВИЧ Максим Павлович,07/09/1970,А7014,Бойовий медик,878,878453,КІБР,111 брез,11/27/2025,01/18/2026,№445 від 18.01.2026,54294,
солдат,3439099900,ГРИЦЕНКО Віталій Глібович,02/26/1994,А4007,Телеграфіст,402,402721,КІБР,121 НЦ,10/02/2025,11/29/2025,№38 від 29.11.2025,62470,
солдат,3058860516,ДОВЖЕНКО Костянтин Григорович,09/30/1983,А1126,Стрілець,100,100915,БЗВП,222 брез,10/08/2025,12/02/2025,№234 від 02.12.2025,30484,
старший солдат,3484330434,ШЕВЧЕНКО Руслан Анатолійович,05/25/1995,А4007,Заряджаючий,113,113251,КІБР,242 ЦПП,10/20/2025,12/12/2025,№228 від 12.12.2025,74351,
старший сержант,3206933048,ПОЛІЩУК Микола Валерійович,10/20/1987,А7014,Телеграфіст,402,402721,КІБР,333 брез,10/21/2025,12/20/2025,№273 від 20.12.2025,74210,
головний сержант,3786648573,ДЯЧЕНКО Василь Богданович,09/03/2003,А0666,Сапер,166,166611,КІБР,121 НЦ,11/08/2025,12/23/2025,№143 від 23.12.2025,44924,
старший солдат,3282552523,ГЕРАСИМЕНКО Сергій Володимирович,11/14/1989,А0501,Радіотелефоніст,403,403733,КІБР,121 НЦ,11/15/2025,01/06/2026,№134 від 06.01.2026,96112,
молодший сержант,3699594776,ГРИЦЕНКО Юрій Андрійович,04/15/2001,А4010,Бойовий медик,878,878453,КІБР,333 брез,11/16/2025,01/07/2026,№407 від 07.01.2026,90048,
головний сержант,3673551629,ЗАЙЦЕВ Олексій Павлович,07/29/2000,А4007,Водій,837,837037,КІБР,333 брез,10/27/2025,12/11/2025,№106 від 11.12.2025,10205,
старший солдат,3023877064,КУЗЬМЕНКО Денис Сергійович,10/15/1982,А4010,Кулеметник,101,101255,КІБР,242 ЦПП,11/25/2025,01/20/2026,№131 від 20.01.2026,76200,
сержант,3390652920,МЕЛЬНИК Сергій Петрович,10/30/1992,А7014,Бойовий медик,878,878453,КІБР,121 НЦ,10/15/2025,12/11/2025,№340 від 11.12.2025,16555,
старший солдат,3619241669,ОЛІЙНИК Сергій Глібович,02/02/1999,А0998,Оператор БПЛА,212,212720,КІБР,111 брез,11/17/2025,01/14/2026,№149 від 14.01.2026,43820,
старший сержант,2691803441,ШЕВЧЕНКО В'ячеслав Григорович,09/12/1973,А1126,Сапер,166,166611,КІБР,242 ЦПП,11/24/2025,01/21/2026,№1 від 21.01.2026,29862,
солдат,2954954614,САВЧЕНКО Валерій Віталійович,11/25/1980,А2167,Розвідник,106,106642,КІБР,242 ЦПП,11/27/2025,01/22/2026,№280 від 22.01.2026,93184,
сержант,3482714807,МАРТИНЕНКО Валерій Сергійович,05/09/1995,А0998,Водій,837,837037,КІБР,242 ЦПП,10/25/2025,12/15/2025,№67 від 15.12.2025,36094,
сержант,3424458198,СИДОРЕНКО Денис Григорович,10/03/1993,А0139,Радіотелефоніст,403,403733,КІБР,242 ЦПП,10/18/2025,12/12/2025,№147 від 12.12.2025,98389,
молодший сержант,3438833388,КИРИЛЕНКО Іван Олександрович,02/24/1994,А0666,Бойовий медик,878,878453,КІБР,121 НЦ,10/22/2025,12/15/2025,№318 від 15.12.2025,70665,
головний сержант,2683776408,ДОВЖЕНКО Валерій Володимирович,06/23/1973,А1126,Стрілець,100,100915,БЗВП,242 ЦПП,10/18/2025,12/12/2025,№231 від 12.12.2025,86368,
старший сержант,3725462641,ПАВЛЕНКО Олександр Олегович,12/30/2001,А4754,Кулеметник,101,101255,КІБР,222 брез,11/20/2025,01/04/2026,№221 від 04.01.2026,92851,
сержант,3223033441,КУЗЬМЕНКО Михайло Павлович,03/29/1988,А4007,Телеграфіст,402,402721,КІБР,222 брез,10/07/2025,12/01/2025,№210 від 01.12.2025,89308,
сержант,3500182959,ГЕРАСИМЕНКО Михайло Володимирович,10/30/1995,А0998,Гранатометник,107,107543,КІБР,222 брез,11/14/2025,01/12/2026,№450 від 12.01.2026,72922,
старший солдат,3810679230,ПАНЧЕНКО Роман Олегович,04/30/2004,А4754,Механік-водій,121,121223,КІБР,333 брез,10/09/2025,11/25/2025,№325 від 25.11.2025,44297,
головний сержант,3614017061,ХОТЯНОВИЧ Петро Сергійович,12/12/1998,А4754,Снайпер,110,110001,КІБР,111 брез,10/28/2025,12/27/2025,№423 від 27.12.2025,16745,
солдат,3726150060,КРАВЧЕНКО Василь Андрійович,01/06/2002,А4010,Гранатометник,107,107543,КІБР,242 ЦПП,10/25/2025,12/09/2025,№197 від 09.12.2025,13852,
молодший сержант,2606305533,БОНДАРЕНКО Микола Богданович,05/11/1971,А0501,Оператор БПЛА,212,212720,КІБР,222 брез,10/07/2025,11/25/2025,№85 від 25.11.2025,75894,
головний сержант,3388038124,МАРТИНЕНКО Віктор Миколайович,10/04/1992,А0139,Механік-водій,121,121223,КІБР,111 брез,10/14/2025,12/06/2025,№223 від 06.12.2025,84719,
сержант,3723303742,ГЕРАСИМЕНКО Сергій Валерійович,12/09/2001,А1126,Телеграфіст,402,402721,КІБР,111 брез,10/10/2025,12/08/2025,№147 від 08.12.2025,94305,
головний сержант,2957843715,МЕЛЬНИК Сергій Степанович,12/24/1980,А0139,Гранатометник,107,107543,КІБР,111 брез,11/02/2025,12/31/2025,№142 від 31.12.2025,26785,
старший сержант,3513158116,ВОРОНОВ Анатолій Михайлович,03/08/1996,А4010,Стрілець,100,100915,БЗВП,333 брез,11/03/2025,12/24/2025,№421 від 24.12.2025,82006,
старший солдат,2903752736,ПАНЧЕНКО Юрій Віталійович,07/02/1979,А2167,Механік-водій,121,121223,КІБР,242 ЦПП,10/27/2025,12/18/2025,№84 від 18.12.2025,52615,
сержант,3174867970,ПАВЛЕНКО Руслан Віталійович,12/03/1986,А0501,Бойовий медик,878,878453,КІБР,111 брез,11/17/2025,01/06/2026,№117 від 06.01.2026,16013,
старший сержант,3542565553,КОНДРАТЮК Анатолій Андрійович,12/27/1996,А1126,Радіотелефоніст,403,403733,КІБР,242 ЦПП,11/07/2025,12/22/2025,№475 від 22.12.2025,24300,
головний сержант,2960614638,МЕЛЬНИК Анатолій Богданович,01/21/1981,А7014,Кухар,868,868512,КІБР,121 НЦ,10/02/2025,11/29/2025,№88 від 29.11.2025,22440,
головний сержант,3512307458,ЗАЙЦЕВ Дмитро Іванович,02/29/1996,А2167,Заряджаючий,113,113251,КІБР,121 НЦ,10/27/2025,12/19/2025,№423 від 19.12.2025,35005,
сержант,3663483940,ЯКОВЕНКО Сергій Михайлович,04/19/2000,А0666,Заряджаючий,113,113251,КІБР,242 ЦПП,11/04/2025,12/22/2025,№428 від 22.12.2025,67983,
молодший сержант,3748436521,ГРИЦЕНКО Денис Віталійович,08/17/2002,А0998,Сапер,166,166611,КІБР,222 брез,11/28/2025,01/27/2026,№212 від 27.01.2026,38664,
старший солдат,3578795274,КИРИЛЕНКО Олександр Григорович,12/24/1997,А4754,Розвідник,106,106642,КІБР,333 брез,11/08/2025,12/24/2025,№91 від 24.12.2025,64744,
молодший сержант,2728631456,МЕЛЬНИК Гліб Олегович,09/15/1974,А2167,Снайпер,110,110001,КІБР,333 брез,10/24/2025,12/08/2025,№286 від 08.12.2025,53666,
молодший сержант,3241377172,КИРИЛЕНКО Денис Павлович,09/28/1988,А0666,Снайпер,110,110001,КІБР,222 брез,11/20/2025,01/09/2026,№148 від 09.01.2026,39743,
старший сержант,2874026944,ГРИЦЕНКО Микола Іванович,09/08/1978,А0139,Кухар,868,868512,КІБР,222 брез,10/28/2025,12/18/2025,№47 від 18.12.2025,20665,
старший сержант,2694353439,ЗАЙЦЕВ Роман Віталійович,10/07/1973,А0666,Механік-водій,121,121223,КІБР,333 брез,11/03/2025,12/29/2025,№128 від 29.12.2025,71801,
сержант,3478725095,ОЛІЙНИК Олег Віталійович,03/30/1995,А1126,Гранатометник,107,107543,КІБР,242 ЦПП,11/14/2025,01/05/2026,№159 від 05.01.2026,69421,
старший сержант,3806893494,КОНДРАТЮК Віталій Богданович,03/23/2004,А4007,Телеграфіст,402,402721,КІБР,222 брез,10/05/2025,12/01/2025,№263 від 01.12.2025,29925,
головний сержант,2821718776,ГРИЦЕНКО Денис Валерійович,04/03/1977,А4007,Оператор БПЛА,212,212720,КІБР,111 брез,10/26/2025,12/17/2025,№245 від 17.12.2025,47120,
старший солдат,3573266507,КОТОВ Анатолій Григорович,10/30/1997,А4010,Механік-водій,121,121223,КІБР,121 НЦ,11/07/2025,12/24/2025,№203 від 24.12.2025,91216,
старший сержант,2892077999,ГРИЦЕНКО Петро Андрійович,03/07/1979,А4754,Сапер,166,166611,КІБР,222 брез,11/04/2025,12/22/2025,№390 від 22.12.2025,30432,
старший солдат,3063235519,КОЗАК Вадим Степанович,11/13/1983,А0501,Телеграфіст,402,402721,КІБР,222 брез,11/13/2025,12/31/2025,№317 від 31.12.2025,62517,
старший сержант,2760913800,КОНДРАТЮК Гліб Миколайович,08/04/1975,А0998,Розвідник,106,106642,КІБР,222 брез,11/23/2025,01/11/2026,№276 від 11.01.2026,53145,
солдат,2785677270,ОЛІЙНИК Олексій Степанович,04/07/1976,А0998,Кулеметник,101,101255,КІБР,121 НЦ,11/25/2025,01/18/2026,№280 від 18.01.2026,33032,
старший сержант,2955276113,БІЛОУС Олег Олегович,11/28/1980,А1126,Бойовий медик,878,878453,КІБР,121 НЦ,10/22/2025,12/19/2025,№184 від 19.12.2025,95769,
солдат,3779801913,КРАВЧЕНКО Ігор Валерійович,06/27/2003,А0666,Кухар,868,868512,КІБР,242 ЦПП,10/23/2025,12/20/2025,№126 від 20.12.2025,46564,
молодший сержант,3324545984,СИДОРЕНКО Віктор Олександрович,01/08/1991,А0666,Водій,837,837037,КІБР,121 НЦ,10/20/2025,12/16/2025,№45 від 16.12.2025,88485,
молодший сержант,3250878021,ГРИЦЕНКО Микола Сергійович,01/01/1989,А7014,Сапер,166,166611,КІБР,111 брез,10/16/2025,11/30/2025,№202 від 30.11.2025,88222,
старший сержант,3778242059,ПАВЛЕНКО Віктор Олександрович,06/11/2003,А2167,Гранатометник,107,107543,КІБР,121 НЦ,10/14/2025,12/02/2025,№454 від 02.12.2025,82229,
старший сержант,3101654479,ПАНЧЕНКО Олексій Сергійович,12/01/1984,А0501,Сапер,166,166611,КІБР,222 брез,11/26/2025,01/10/2026,№386 від 10.01.2026,87638,
молодший сержант,3134294486,БІЛОУС Павло Олександрович,10/23/1985,А4754,Стрілець,100,100915,БЗВП,333 брез,10/20/2025,12/09/2025,№295 від 09.12.2025,16784,
головний сержант,3386511699,МЕЛЬНИК Іван Віталійович,09/19/1992,А4007,Заряджаючий,113,113251,КІБР,333 брез,11/03/2025,12/27/2025,№474 від 27.12.2025,37881,
старший солдат,3688733304,ЗАЙЦЕВ Костянтин Павлович,12/28/2000,А4010,Водій,837,837037,КІБР,222 брез,11/13/2025,01/10/2026,№275 від 10.01.2026,31061,
молодший сержант,3744853579,ШЕВЧЕНКО Петро Володимирович,07/12/2002,А0139,Телеграфіст,402,402721,КІБР,111 брез,10/24/2025,12/13/2025,№92 від 13.12.2025,24150,
сержант,3588872932,ПАНЧЕНКО Денис Володимирович,04/04/1998,А0139,Водій,837,837037,КІБР,222 брез,11/19/2025,01/15/2026,№386 від 15.01.2026,12420,
солдат,2767456592,МЕЛЬНИК Олексій Сергійович,10/08/1975,А2167,Кулеметник,101,101255,КІБР,121 НЦ,10/05/2025,11/22/2025,№122 від 22.11.2025,80593,
солдат,2768314966,ХОТЯНОВИЧ Роман Анатолійович,10/17/1975,А4007,Радіотелефоніст,403,403733,КІБР,333 брез,11/27/2025,01/26/2026,№117 від 26.01.2026,81844,
старший сержант,3667425047,ВОРОНОВ Дмитро Миколайович,05/29/2000,А4007,Радіотелефоніст,403,403733,КІБР,242 ЦПП,11/27/2025,01/26/2026,№80 від 26.01.2026,66004,
старший солдат,3103399266,ПОЛІЩУК Олександр Михайлович,12/18/1984,А7014,Гранатометник,107,107543,КІБР,222 брез,11/20/2025,01/18/2026,№451 від 18.01.2026,16689,
